Name,Class,Lr,Lr_ler,Lr_uer,Lx,Lx_ler,Lx_uer,uplim,Ref
Swift J175233.9-2909,candidateNS,5.7e+27,0.0,0.0,1.4268e+34,7.625e+33,1.296e+34,Lr,"Tetarenko et al. 2017, ATel, 10422"
4U 1543-624,candidateNS,7.2e+27,0.0,0.0,1.7e+37,0.0,0.0,Lr,"Ludham et al. 2017, ATel, 10690"
