Name,Class,Lr,Lr_ler,Lr_uer,Lx,Lx_ler,Lx_uer,uplim,Ref
GRS 1915+105,BH,1.63e+32,0.0,0.0,3.69e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.47e+32,0.0,0.0,3.28e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.93e+32,0.0,0.0,3.3e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.39e+32,0.0,0.0,3.35e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.94e+32,0.0,0.0,3.41e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.45e+32,0.0,0.0,3.44e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.47e+32,0.0,0.0,3.16e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.28e+32,0.0,0.0,2.97e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.46e+32,0.0,0.0,3.02e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.32e+32,0.0,0.0,3.02e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.18e+32,0.0,0.0,2.94e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.03e+32,0.0,0.0,3.1e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.01e+32,0.0,0.0,2.92e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.22e+32,0.0,0.0,2.87e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.11e+32,0.0,0.0,3.03e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.05e+32,0.0,0.0,3e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.67e+32,0.0,0.0,3.1e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.29e+32,0.0,0.0,2.84e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.28e+32,0.0,0.0,2.94e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.02e+32,0.0,0.0,3e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,8.89e+31,0.0,0.0,2.76e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.54e+32,0.0,0.0,3.19e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.39e+32,0.0,0.0,3.17e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.16e+32,0.0,0.0,2.5e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.23e+32,0.0,0.0,2.51e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.18e+32,0.0,0.0,2.52e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.23e+32,0.0,0.0,2.52e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.15e+32,0.0,0.0,2.52e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.07e+32,0.0,0.0,2.46e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,9.79e+31,0.0,0.0,2.46e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,8.91e+31,0.0,0.0,2.48e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.01e+32,0.0,0.0,2.53e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,8.36e+31,0.0,0.0,2.47e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,8.93e+31,0.0,0.0,2.57e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,8.56e+31,0.0,0.0,2.48e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,2.04e+32,0.0,0.0,3.6e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.99e+32,0.0,0.0,3.57e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.63e+32,0.0,0.0,3.22e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.82e+32,0.0,0.0,3.27e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.52e+32,0.0,0.0,3.24e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.71e+32,0.0,0.0,3.28e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.37e+32,0.0,0.0,3.07e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.31e+32,0.0,0.0,3.02e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.32e+32,0.0,0.0,3e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.2e+32,0.0,0.0,2.9e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.29e+32,0.0,0.0,2.78e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.29e+32,0.0,0.0,3.02e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.1e+32,0.0,0.0,2.98e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.15e+32,0.0,0.0,2.82e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,1.11e+32,0.0,0.0,2.68e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
GRS 1915+105,BH,9.45e+31,0.0,0.0,2.7e+38,0.0,0.0,None,"Rushton et al. 2010, A&A, 524, 29"
